,index,entity_name,model_output
15634,111713,item_weight,The image does not provide the item_weight of the LED controller.
15635,111714,wattage,12W
15636,111715,item_weight,The image does not provide the item_weight of the item.
15637,111716,item_weight,The image does not provide any information about the item_weight.
15638,111717,item_weight,512GB
15639,111718,item_weight,The image does not provide any information about the item_weight.
15640,111719,item_weight,751 g
15641,111720,item_volume,1.5 ml
15642,111721,maximum_weight_recommendation,35 Pounds
15643,111722,wattage,The image does not provide the wattage of the item.
15644,111723,voltage,The image does not provide the voltage of the item.
15645,111724,maximum_weight_recommendation,440 lbs (200kg)
15646,111725,item_weight,440 lbs (200kg)
15647,111726,item_weight,1TB
15648,111727,item_weight,180W
15649,111728,maximum_weight_recommendation,15.0kg
15650,111729,item_weight,15kg
15651,111730,item_weight,6.2 ft
15652,111731,wattage,6.2 ft
15653,111732,item_weight,15 FEET
15654,111733,item_weight,15lbs
15655,111734,item_weight,The image does not provide any information about the item_weight of the item.
15656,111735,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
15657,111736,item_weight,65 g
15658,111737,maximum_weight_recommendation,400 LB
15659,111738,item_weight,400 LB
15660,111739,item_weight,440LB
15661,111740,maximum_weight_recommendation,440LB
15662,111741,maximum_weight_recommendation,12 lbs
15663,111742,item_volume,1 gallon
15664,111743,item_weight,The image does not provide the item_weight of the item.
15665,111744,item_weight,16 oz
15666,111745,item_weight,The image does not provide any information about the item_weight.
15667,111746,wattage,30W
15668,111747,wattage,60W
15669,111748,item_weight,60W
15670,111749,item_volume,1.5 fl oz
15671,111750,item_weight,The image does not provide any information regarding the item_weight.
15672,111751,item_weight,10.8 OZ
15673,111752,item_weight,The image does not provide the item_weight of the item.
15674,111753,item_weight,The image does not provide any information regarding the item's weight.
15675,111754,item_weight,The item weight is not provided in the image.
15676,111755,item_weight,0.70 oz
15677,111756,item_weight,18
15678,111757,maximum_weight_recommendation,1400 lbs
15679,111758,maximum_weight_recommendation,300LB
15680,111759,item_weight,300LB
15681,111760,item_weight,77g/2.7oz
15682,111761,item_weight,The image does not provide the weight of the item.
15683,111762,wattage,15A
15684,111763,voltage,15A
15685,111764,wattage,10W
15686,111765,item_weight,5mm Thick
15687,111766,item_weight,NET WT 4 OZ (113g)
15688,111767,voltage,"16Gb

The image shows a Dell A9168720 SSD with a capacity of 16GB. The voltage is not explicitly mentioned in the image."
15689,111768,item_weight,6.83 lbs / 3.1 kg
15690,111769,wattage,1.80W
15691,111770,voltage,12V
15692,111771,item_volume,150g
15693,111772,item_volume,17ml
15694,111773,item_weight,The image does not provide any information regarding the item_weight of the item.
15695,111774,wattage,The image does not provide any information about the wattage of the item.
15696,111775,item_weight,30 pounds
15697,111776,maximum_weight_recommendation,100 lbs
15698,111777,item_weight,20W
15699,111778,wattage,20W
15700,111779,item_weight,1000 g
15701,111780,wattage,20W
15702,111781,item_weight,The image does not provide the item_weight of the item.
15703,111782,item_weight,142 g
15704,111783,maximum_weight_recommendation,142 g
15705,111784,maximum_weight_recommendation,350LB
15706,111785,item_weight,350LB
15707,111786,item_weight,0.56 lbs
15708,111787,maximum_weight_recommendation,10kg/22lb
15709,111788,item_volume,10 FL OZ
15710,111789,wattage,1200RPM
15711,111790,voltage,DC 12V 0.18A
15712,111791,item_weight,350g
15713,111792,item_volume,100 ml
15714,111793,item_volume,8.4 FL OZ (236 mL)
15715,111794,item_weight,600 grams
15716,111795,item_weight,24g
15717,111796,maximum_weight_recommendation,55 lbs (25 kg)
15718,111797,item_weight,194g
15719,111798,maximum_weight_recommendation,194g
15720,111799,item_volume,250 ml
15721,111800,item_weight,2.0 Inch HD IPS
15722,111801,item_weight,100g
15723,111802,wattage,30W
15724,111803,item_volume,32 FL OZ (946 mL)
15725,111804,item_weight,2GB
15726,111805,item_weight,13 W
15727,111806,item_weight,37°
15728,111807,maximum_weight_recommendation,330LBS
15729,111808,item_weight,330LBS
15730,111809,item_weight,32g
15731,111810,item_weight,NET WT 125 g
15732,111811,maximum_weight_recommendation,300lbs
15733,111812,wattage,60W
15734,111813,voltage,37.5V
15735,111814,wattage,400W
15736,111815,item_volume,The image does not provide a specific volume value for the item.
15737,111816,item_weight,12 OZ
15738,111817,item_weight,11g
15739,111818,maximum_weight_recommendation,440 lbs
15740,111819,item_weight,315g
15741,111820,item_volume,750 ML
15742,111821,item_weight,30g
15743,111822,item_weight,2.2L
15744,111823,item_volume,100ml
15745,111824,item_volume,100 ml
15746,111825,item_weight,100 g
15747,111826,wattage,4.4-4.4W
15748,111827,item_weight,100g
15749,111828,item_weight,0.75 lb
15750,111829,maximum_weight_recommendation,13-3-5-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8-6-4-8
15751,111830,item_weight,1.3kg
15752,111831,item_weight,100T
15753,111832,wattage,100T
15754,111833,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
15755,111834,item_weight,The image does not provide the item_weight of the product.
15756,111835,maximum_weight_recommendation,400 LBS
15757,111836,item_volume,8 fl oz
15758,111837,maximum_weight_recommendation,330 LBS
15759,111838,item_volume,30L
15760,111839,voltage,12V
15761,111840,wattage,150W
15762,111841,item_weight,The image does not provide any information regarding the weight of the items.
15763,111842,item_weight,The image does not provide the item_weight of the item.
15764,111843,wattage,140W
15765,111844,voltage,DDR3 1600MHz UDIMM 4GB
15766,111845,item_weight,0.5 oz
15767,111846,item_weight,146x108x64mm
15768,111847,maximum_weight_recommendation,2015g
15769,111848,item_weight,5.0inch
15770,111849,maximum_weight_recommendation,112 lbs
15771,111850,voltage,12V
15772,111851,wattage,120W
15773,111852,item_weight,"68""-22 to 48lbs"
15774,111853,item_weight,The image does not provide any information regarding the item_weight.
15775,111854,item_weight,20KG
15776,111855,item_volume,16 fl oz
15777,111856,item_weight,3.3 OZ (93.3g)
15778,111857,maximum_weight_recommendation,79.3 LBS
15779,111858,item_weight,3.5 lbs
15780,111859,item_weight,17.4 lbs
15781,111860,maximum_weight_recommendation,300 lbs
15782,111861,item_weight,5.5 LBS
15783,111862,item_volume,1L
15784,111863,item_weight,The item weight is not explicitly mentioned in the image.
15785,111864,item_weight,282g
15786,111865,item_volume,12 fl oz
15787,111866,item_weight,The image does not provide the item_weight of the item.
15788,111867,item_weight,0.32lb
15789,111868,wattage,14W
15790,111869,item_weight,8 kg
15791,111870,item_weight,The image does not provide the item_weight of the item.
15792,111871,maximum_weight_recommendation,350 lbs
15793,111872,item_weight,66g
15794,111873,item_weight,The item weight is not explicitly mentioned in the image.
15795,111874,wattage,60W
15796,111875,item_weight,3.5 kg
15797,111876,item_weight,510 g
15798,111877,item_weight,The image does not provide the item_weight of the item.
15799,111878,wattage,18V
15800,111879,item_weight,4.8 lbs
15801,111880,item_weight,159g
15802,111881,item_volume,8 fl oz
15803,111882,item_volume,10 ml
15804,111883,wattage,3750 W
15805,111884,item_weight,The image does not provide any information about the item_weight.
15806,111885,item_weight,25-60 lbs
15807,111886,item_weight,400lbs
15808,111887,maximum_weight_recommendation,400lbs
15809,111888,item_weight,4 Bags
15810,111889,voltage,0.42 V
15811,111890,wattage,0.7A 2.5V
15812,111891,item_weight,The image does not provide the item_weight of the fishing rod.
15813,111892,item_weight,13 pounds
15814,111893,maximum_weight_recommendation,13 pounds
15815,111894,item_weight,64 LBS
15816,111895,item_weight,The image does not provide any information about the item's weight.
15817,111896,voltage,2.5V
15818,111897,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
15819,111898,item_weight,The image does not provide any information about the item_weight of the item.
15820,111899,item_weight,1 KG / 2.2lb
15821,111900,item_weight,400LBS
15822,111901,maximum_weight_recommendation,400LBS
15823,111902,item_weight,18.3 oz
15824,111903,voltage,5V
15825,111904,wattage,1.7W
15826,111905,item_weight,29g
15827,111906,item_weight,The image does not provide any information regarding the weight of the items.
15828,111907,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
15829,111908,item_weight,2.4-inch
15830,111909,wattage,33 W
15831,111910,maximum_weight_recommendation,1170 g
15832,111911,item_weight,916 g
15833,111912,item_weight,The image does not provide the item_weight of the items.
15834,111913,item_weight,The image does not provide the item_weight of the item.
15835,111914,item_weight,The item weight is not specified in the image.
15836,111915,item_weight,1.1 lbs
15837,111916,item_weight,3.6 pound
15838,111917,item_weight,1200w/750V
15839,111918,wattage,1200W/750W
15840,111919,wattage,60W
15841,111920,item_weight,1000mAh
15842,111921,item_volume,80 mL
15843,111922,item_weight,20lb (10kg)
15844,111923,wattage,The image does not provide any information about the wattage of the item.
15845,111924,item_weight,400g
15846,111925,voltage,0.25A
15847,111926,wattage,0.23 A
15848,111927,item_weight,The image does not provide the item_weight of the item.
15849,111928,item_weight,5 OZ (141g)
15850,111929,item_weight,The image does not provide any information about the item_weight.
15851,111930,maximum_weight_recommendation,220g
15852,111931,item_weight,220g
15853,111932,item_volume,500 mL
15854,111933,item_weight,The image does not provide any information about the item_weight.
15855,111934,item_volume,11 fl oz
15856,111935,item_weight,The item weight is 1.7kg.
15857,111936,item_weight,100 g
15858,111937,item_weight,The image does not provide the item_weight of the item.
15859,111938,item_weight,0.48 lb
15860,111939,item_weight,The image does not provide the item_weight of the item.
15861,111940,item_weight,The image does not provide any information regarding the item_weight of the item.
15862,111941,wattage,The image does not provide any information about the wattage of the item.
15863,111942,maximum_weight_recommendation,300KG
15864,111943,item_weight,12KG
15865,111944,item_volume,750 ml
15866,111945,item_weight,2.3 OZ
15867,111946,item_weight,5.57ounce
15868,111947,item_weight,The image does not provide the item_weight of the product.
15869,111948,item_weight,10MM
15870,111949,item_weight,The image does not provide the item_weight of the item.
15871,111950,wattage,921 W
15872,111951,voltage,0.48 kW
15873,111952,item_weight,NET WT 17.5 OZ/ 500g
15874,111953,item_weight,The image does not provide any information regarding the item_weight of the item.
15875,111954,item_weight,The image does not provide any information regarding the item_weight of the item.
15876,111955,item_weight,160 grams
15877,111956,item_weight,1.1 kg
15878,111957,maximum_weight_recommendation,330lb
15879,111958,item_weight,330lb
15880,111959,item_weight,12.8 oz / 0.8 lbs
15881,111960,item_weight,31lbs
15882,111961,item_weight,The image does not provide the item_weight of the item.
15883,111962,maximum_weight_recommendation,330lbs
15884,111963,item_weight,330lbs
15885,111964,item_weight,330 lb.
15886,111965,maximum_weight_recommendation,330 lb.
15887,111966,item_volume,12 FL OZ
15888,111967,item_weight,70LB
15889,111968,item_weight,2.7 oz (70 g)
15890,111969,item_weight,2.5W
15891,111970,wattage,2.5W
15892,111971,item_weight,100 PSI
15893,111972,item_weight,0.69 pounds
15894,111973,item_weight,The image does not provide the item_weight of the item.
15895,111974,item_weight,The item weight is not provided in the image.
15896,111975,item_weight,100 PSI
15897,111976,item_weight,135g
15898,111977,item_weight,28mm
15899,111978,maximum_weight_recommendation,10KG
15900,111979,item_weight,The image does not provide any information about the item_weight of the children's camera.
15901,111980,item_volume,1 fl. oz.
15902,111981,item_weight,The item weight is not provided in the image.
15903,111982,maximum_weight_recommendation,125g
15904,111983,item_weight,125g
15905,111984,item_weight,3.66 lb
15906,111985,item_weight,1.1lbs
15907,111986,item_weight,4.83 kg
15908,111987,item_weight,11.4g
15909,111988,item_weight,The image does not provide any information regarding the item_weight of the item.
15910,111989,item_volume,8 fl oz
15911,111990,voltage,19.2V
15912,111991,wattage,"15.6"" FHD

1080p"
15913,111992,item_weight,The item weight is not specified in the image.
15914,111993,maximum_weight_recommendation,5 kg
15915,111994,item_weight,The image does not provide the item_weight of the item.
15916,111995,item_weight,18g
15917,111996,wattage,1300W
15918,111997,item_weight,1300W
15919,111998,voltage,1300W
15920,111999,item_weight,The image does not provide any information regarding the item's weight.
15921,112000,item_weight,"1 GB RAM
8 GB ROM"
15922,112001,item_weight,65.6FT
15923,112002,voltage,65.6V
15924,112003,wattage,65.6FT
15925,112004,wattage,110W
15926,112005,voltage,110V/220V
15927,112006,item_weight,The image does not provide the item_weight of the item.
15928,112007,item_weight,5.0
15929,112008,item_weight,The item weight is not provided in the image.
15930,112009,item_weight,The image does not provide the item_weight of the item.
15931,112010,item_weight,2.5lbs
15932,112011,item_volume,11.2 fl oz
15933,112012,item_weight,5.0 Ounces
15934,112013,item_weight,1.2 kg
15935,112014,item_weight,4380mAh
15936,112015,maximum_weight_recommendation,30lbs
15937,112016,item_weight,950g
15938,112017,maximum_weight_recommendation,2kg
15939,112018,item_weight,2kg
15940,112019,item_weight,300g
15941,112020,item_weight,The image does not provide any information about the weight of the item.
15942,112021,item_weight,2.7 inches
15943,112022,item_weight,The item weight is not provided in the image.
15944,112023,item_weight,20 lbs
15945,112024,item_volume,16 fl oz
15946,112025,voltage,240V
15947,112026,wattage,240W
15948,112027,item_weight,5 lb
15949,112028,item_weight,12 oz (340g)
15950,112029,item_weight,4kg
15951,112030,item_weight,20g
15952,112031,wattage,15W
15953,112032,item_weight,15W
15954,112033,maximum_weight_recommendation,400 lbs
15955,112034,item_weight,45g
15956,112035,item_weight,The image does not provide the item_weight of the item.
15957,112036,item_weight,0.11 OZ.
15958,112037,item_weight,The image does not provide the item_weight of the OpenRun Bone Conduction Sports Headphone.
15959,112038,item_volume,16 fl oz
15960,112039,item_weight,The image does not provide the item_weight of the item.
15961,112040,item_weight,300LBS
15962,112041,maximum_weight_recommendation,300LBS
15963,112042,item_weight,268 g
15964,112043,item_weight,The image does not provide the item_weight of the item.
15965,112044,item_weight,The image does not provide the item_weight of the item.
15966,112045,item_weight,88g
15967,112046,item_weight,1.3kg
15968,112047,item_weight,3.00 GB
15969,112048,item_weight,The image does not provide the item_weight of the item.
15970,112049,item_weight,The image does not provide the item_weight of the item.
15971,112050,item_weight,69g
15972,112051,maximum_weight_recommendation,130 g
15973,112052,item_weight,130 g
15974,112053,wattage,"2,600-page replacement toner"
15975,112054,item_weight,The image does not provide the item_weight of the item.
15976,112055,item_volume,100 ml
15977,112056,maximum_weight_recommendation,11 lbs.
15978,112057,item_weight,The image does not provide the item_weight of the item.
15979,112058,maximum_weight_recommendation,2200 LBS
15980,112059,item_weight,The image does not provide the item_weight of the CUBOT Max 3.
15981,112060,maximum_weight_recommendation,265 LB
15982,112061,item_weight,3.4g
15983,112062,item_volume,8 fl oz (236 mL)
15984,112063,item_weight,The image does not provide the item_weight of the item.
15985,112064,maximum_weight_recommendation,The maximum weight recommendation for the item in the image is not explicitly stated.
15986,112065,item_weight,150G
15987,112066,item_volume,4 fl oz (118 mL)
15988,112067,item_weight,20-55lbs(5lbs)
15989,112068,item_weight,4.25 lbs
15990,112069,maximum_weight_recommendation,60 lbs
15991,112070,maximum_weight_recommendation,550lbs
15992,112071,maximum_weight_recommendation,10kg/22lb
15993,112072,item_weight,10kg/22lb
15994,112073,item_weight,The image does not provide the item_weight of the item.
15995,112074,item_weight,7 OZ
15996,112075,maximum_weight_recommendation,100lb
15997,112076,item_weight,The image does not provide the item_weight of the item.
15998,112077,wattage,48V 100W
15999,112078,item_weight,120KG
16000,112079,maximum_weight_recommendation,120KG
16001,112080,item_weight,The item weight is not provided in the image.
16002,112081,wattage,The wattage of the item is not provided in the image.
16003,112082,voltage,220V
16004,112083,wattage,200W
16005,112084,item_weight,165g
16006,112085,maximum_weight_recommendation,15lb
16007,112086,item_weight,3.58 lb (91mm)
16008,112087,wattage,The wattage of the item is not visible in the image.
16009,112088,voltage,The voltage of the item is not specified in the image.
16010,112089,item_weight,1.0 lb
16011,112090,item_weight,35lbs
16012,112091,item_weight,30-60 lbs
16013,112092,item_weight,The image does not provide the item_weight of the item.
16014,112093,item_weight,82.0 Grams
16015,112094,maximum_weight_recommendation,10000 Pound
16016,112095,item_weight,2.2cm/0.9inch
16017,112096,wattage,15W
16018,112097,item_weight,The image does not provide any information about the item_weight of the mobile phone chargers.
16019,112098,item_weight,500g
16020,112099,item_volume,1.5 fl oz
16021,112100,item_weight,The item weight is not provided in the image.
16022,112101,wattage,115/60W
16023,112102,voltage,115/60V
16024,112103,item_volume,15ML
16025,112104,voltage,"6 mins
9 pcs
26 lbs"
16026,112105,wattage,6 watts
16027,112106,item_weight,1.85 oz (52g)
16028,112107,item_weight,The image does not provide the item_weight of the item.
16029,112108,maximum_weight_recommendation,3.4 kg
16030,112109,item_weight,The image does not provide the item_weight of the item.
16031,112110,item_weight,20-35lbs
16032,112111,item_weight,20KG
16033,112112,item_weight,4.230 OZ
16034,112113,item_volume,16 fl oz
16035,112114,item_weight,The image does not provide the item_weight of the item.
16036,112115,wattage,1.5 GHz processor
16037,112116,voltage,12V
16038,112117,wattage,0.44W
16039,112118,item_weight,The image does not provide the item_weight of the item.
16040,112119,wattage,6FT
16041,112120,item_weight,The image does not provide the item_weight of the item.
16042,112121,item_weight,1lb
16043,112122,item_weight,50 g - 170 oz
16044,112123,item_weight,1.25 oz (35.4g)
16045,112124,item_weight,The image does not provide any information regarding the item_weight of the item.
16046,112125,wattage,15 ft
16047,112126,item_volume,10 fl oz
16048,112127,item_weight,3 kg
16049,112128,maximum_weight_recommendation,3 kg
16050,112129,item_weight,2.8LB
16051,112130,item_weight,The image does not provide any information about the item_weight.
16052,112131,item_weight,The image does not provide any information about the weight of the item.
16053,112132,wattage,The image does not provide any information about the wattage of the item.
16054,112133,item_weight,The image does not provide the item_weight of the item.
16055,112134,item_weight,9.97
16056,112135,maximum_weight_recommendation,660 LBS
16057,112136,item_weight,660 LBS
16058,112137,item_weight,12 oz
16059,112138,item_weight,259g / 9.14oz
16060,112139,item_weight,The image does not provide any information regarding the weight of the item.
16061,112140,item_weight,51.72
16062,112141,item_weight,The image does not provide the item_weight of the item.
16063,112142,item_weight,The image does not provide the item_weight of the item.
16064,112143,item_weight,1.17 Pounds
16065,112144,item_volume,4 FL OZ
16066,112145,item_weight,17g
16067,112146,item_weight,100g / 3.5oz
16068,112147,maximum_weight_recommendation,300 kg
16069,112148,item_weight,300 kg
16070,112149,item_weight,2.4-inch
16071,112150,maximum_weight_recommendation,520
16072,112151,item_weight,520g
16073,112152,item_weight,The image does not provide the item_weight of the binoculars.
16074,112153,item_weight,15 lbs
16075,112154,maximum_weight_recommendation,15 lbs
16076,112155,item_weight,Lightweight
16077,112156,item_weight,The item_weight is not provided in the image.
16078,112157,item_weight,The image does not provide any information about the item_weight.
16079,112158,maximum_weight_recommendation,330lb
16080,112159,item_weight,330lb
16081,112160,item_weight,1.1 lbs.
16082,112161,item_volume,12 FL OZ
16083,112162,item_weight,0.4lbs/0.185kgs
16084,112163,item_weight,The image does not provide the item_weight of the USB 3.0 memory card.
16085,112164,item_weight,1.7kg
16086,112165,item_volume,8 FL OZ.
16087,112166,item_weight,The image does not provide the item_weight of the item.
16088,112167,item_weight,The image does not provide the item_weight of the item.
16089,112168,item_weight,30W
16090,112169,item_weight,0.66 lb
16091,112170,item_volume,15.5 FL OZ
16092,112171,voltage,750W
16093,112172,item_weight,15.2 oz
16094,112173,voltage,The image does not provide a voltage value for the item.
16095,112174,item_volume,12
16096,112175,item_volume,0.5 oz
16097,112176,item_weight,44g
16098,112177,item_weight,11-density Pu Foam
16099,112178,voltage,220V
16100,112179,wattage,220V
16101,112180,wattage,720W
16102,112181,voltage,720V
16103,112182,item_weight,245g
16104,112183,item_weight,610g
16105,112184,item_weight,48 g
16106,112185,item_volume,2-fl-oz
16107,112186,item_volume,34 fl oz
16108,112187,item_weight,33.1 g
16109,112188,wattage,25W
16110,112189,item_weight,The image does not provide the item_weight of the item.
16111,112190,item_weight,5-PLY
16112,112191,item_volume,32:1
16113,112192,item_weight,The image does not provide any information about the item_weight.
16114,112193,item_weight,15LB
16115,112194,item_volume,1L
16116,112195,wattage,100W
16117,112196,item_weight,The image does not provide the item_weight of the item.
16118,112197,wattage,15W
16119,112198,maximum_weight_recommendation,250 Lbs
16120,112199,maximum_weight_recommendation,100 KG / 220 LBS
16121,112200,item_weight,100 KG / 220 LBS
16122,112201,maximum_weight_recommendation,15 Ton
16123,112202,item_weight,22 lbs / 10.2 kg
16124,112203,wattage,13.0W
16125,112204,voltage,12V
16126,112205,maximum_weight_recommendation,22 pounds
16127,112206,item_weight,22 pounds
16128,112207,item_weight,55g
16129,112208,item_weight,The image does not provide the item_weight of the item.
16130,112209,item_weight,600 g
16131,112210,item_weight,11g
16132,112211,item_weight,3 Bags
16133,112212,item_volume,20 oz
16134,112213,item_weight,The image does not provide any information about the item_weight of the football girdle.
16135,112214,item_weight,The image does not provide the item_weight of the item.
16136,112215,item_weight,128 g
16137,112216,wattage,20W
16138,112217,item_weight,The image does not provide the item_weight of the item.
16139,112218,voltage,3.3V
16140,112219,item_weight,8 Pack
16141,112220,wattage,7W
16142,112221,item_weight,The image does not provide the item_weight of the item.
16143,112222,item_weight,The image does not provide the item_weight of the item.
16144,112223,item_volume,12.5 fl oz
16145,112224,voltage,The image does not provide any information about the voltage of the item.
16146,112225,item_weight,330 lbs
16147,112226,maximum_weight_recommendation,330 lbs
16148,112227,voltage,12V
16149,112228,wattage,0.7W
16150,112229,item_weight,1.4KG
16151,112230,maximum_weight_recommendation,8kg
16152,112231,item_weight,The item_weight of the item given in the image is 100g.
16153,112232,item_weight,The image does not provide the item_weight of the item.
16154,112233,item_weight,540 g
16155,112234,item_volume,21 L
16156,112235,wattage,2m/6.6ft (Tangle Free)
16157,112236,item_weight,2m/6.6ft (Tangle Free)
16158,112237,item_weight,800g
16159,112238,item_weight,16 lb
16160,112239,item_weight,80 g
16161,112240,maximum_weight_recommendation,4.4 lbs
16162,112241,maximum_weight_recommendation,550lbs
16163,112242,item_weight,The item weight is not provided in the image.
16164,112243,wattage,1000W
16165,112244,voltage,120V
16166,112245,voltage,The image does not provide any information about the voltage of the item.
16167,112246,wattage,The image does not provide the wattage of the item.
16168,112247,item_weight,The item weight is not provided in the image.
16169,112248,item_weight,12V 800mAh
16170,112249,item_weight,31lbs
16171,112250,item_weight,4.14 oz
16172,112251,maximum_weight_recommendation,200 lbs
16173,112252,item_weight,0.65 lbs
16174,112253,maximum_weight_recommendation,0.65 lbs
16175,112254,voltage,1.5V
16176,112255,item_weight,24LBS
16177,112256,maximum_weight_recommendation,500LBS
16178,112257,item_weight,5kg
16179,112258,maximum_weight_recommendation,5KG
16180,112259,item_weight,8 - 1/2 oz
16181,112260,item_weight,1 OZ (28g)
16182,112261,item_weight,2.6 kg
16183,112262,item_weight,The item weight is not provided in the image.
16184,112263,item_weight,3.8lbs
16185,112264,item_volume,100 ml
16186,112265,voltage,3V
16187,112266,item_weight,150 PSI
16188,112267,item_weight,The image does not provide any information about the item_weight of the product.
16189,112268,item_weight,The image does not provide the item_weight of the smartphone.
16190,112269,wattage,155g
16191,112270,item_weight,155g
16192,112271,item_weight,The image does not provide the item_weight of the item.
16193,112272,maximum_weight_recommendation,5000 lbs / 2.27 Ton
16194,112273,item_weight,25.2 lbs / 11.45 kg
16195,112274,item_volume,1500 ml
16196,112275,item_weight,31.4 oz.
16197,112276,item_weight,30g
16198,112277,item_weight,2.57 Pounds
16199,112278,item_weight,5.2:1
16200,112279,item_volume,8 FL OZ (236ML)
16201,112280,item_volume,The image does not provide the item_volume of the product.
16202,112281,item_weight,The image does not provide information about the item's weight.
16203,112282,item_weight,The image does not provide the item_weight of the item.
16204,112283,item_weight,The image does not provide the item_weight of the item.
16205,112284,item_weight,The image does not provide the item_weight of the item.
16206,112285,item_weight,389g
16207,112286,maximum_weight_recommendation,3kg
16208,112287,item_weight,The image does not provide the item_weight of the item.
16209,112288,maximum_weight_recommendation,No value provided for maximum weight recommendation.
16210,112289,wattage,14W
16211,112290,item_weight,The image does not provide the item_weight of the item.
16212,112291,voltage,220V-240V
16213,112292,wattage,95W
16214,112293,item_weight,The item weight is not specified in the image.
16215,112294,voltage,2.5V
16216,112295,maximum_weight_recommendation,1.6lbs
16217,112296,item_weight,1.6lbs
16218,112297,wattage,The image does not provide a specific wattage value for the CPU water pump.
16219,112298,voltage,12V
16220,112299,wattage,The image does not provide any information about the wattage of the item.
16221,112300,item_weight,The image does not provide any information regarding the item_weight of the item.
16222,112301,maximum_weight_recommendation,350 lbs
16223,112302,item_weight,200 Grams
16224,112303,item_weight,30 LB
16225,112304,item_weight,2.7m/108in
16226,112305,wattage,1FT
16227,112306,item_weight,96g
16228,112307,maximum_weight_recommendation,The image does not provide any information regarding the maximum weight recommendation of the item.
16229,112308,item_weight,The image does not provide any information regarding the item's weight.
16230,112309,item_weight,Lightweight (4g)
16231,112310,maximum_weight_recommendation,110-pounds
16232,112311,wattage,10 watts
16233,112312,item_weight,The item weight is not specified in the image.
16234,112313,item_weight,0.99 OZ
16235,112314,item_weight,3.3g
16236,112315,item_weight,30 LB
16237,112316,item_weight,257 MM
16238,112317,item_weight,21.6 lbs / 9.8 kg
16239,112318,item_weight,The image does not provide the item_weight of the items.
16240,112319,item_volume,750 ml
16241,112320,item_weight,0.34 lb
16242,112321,maximum_weight_recommendation,"220lbs Maximum Weight

Here's the analysis of the image:

1. The image shows two children riding scooters.
2. The text in the image provides information about the scooters.
3. The maximum weight recommendation for the scooters is clearly stated as ""220lbs Maximum Weight.""

So, the value of the maximum weight recommendation is 220lbs."
16243,112322,item_weight,2.6LBS
16244,112323,item_volume,8.5 FL OZ (250 ml)
16245,112324,item_weight,47.4 lbs
16246,112325,maximum_weight_recommendation,200 lbs
16247,112326,item_weight,2.60
16248,112327,item_weight,225-sheet input tray
16249,112328,wattage,The image does not provide any information about the wattage of the item.
16250,112329,item_volume,12.5%
16251,112330,item_weight,13 oz.
16252,112331,maximum_weight_recommendation,250 LB
16253,112332,item_weight,276 g
16254,112333,item_weight,The image does not provide any information about the weight of the item.
16255,112334,item_volume,750 ML
16256,112335,item_weight,120g
16257,112336,item_weight,2.48 inches
16258,112337,item_weight,16 lbs
16259,112338,maximum_weight_recommendation,22 lbs
16260,112339,item_weight,2 oz (57 g)
16261,112340,maximum_weight_recommendation,93 x 65 x 31mm
16262,112341,item_weight,93 x 65 x 31mm
16263,112342,item_weight,45g
16264,112343,maximum_weight_recommendation,45g
16265,112344,item_weight,8GB
16266,112345,wattage,3000RPM
16267,112346,voltage,3000RPM
16268,112347,item_weight,40g
16269,112348,item_weight,The image does not provide any information regarding the item_weight of the item.
16270,112349,item_weight,15LB
16271,112350,item_weight,200g
16272,112351,wattage,The image does not provide any information about the wattage of the item.
16273,112352,item_weight,The image does not provide the item_weight of the item.
16274,112353,item_weight,The image does not provide any information about the weight of the item.
16275,112354,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
16276,112355,item_weight,68g
16277,112356,item_weight,2.14 lbs
16278,112357,item_weight,177g
16279,112358,item_weight,The image does not provide the item_weight of the item.
16280,112359,item_volume,500 ml
16281,112360,item_weight,The image does not provide any information about the item_weight.
16282,112361,item_weight,The image does not provide the item_weight of the item.
16283,112362,item_weight,1.56kg
16284,112363,item_weight,4.27 lb
16285,112364,item_weight,3000 mAh
16286,112365,maximum_weight_recommendation,285LB
16287,112366,item_weight,285LB
16288,112367,item_volume,16 FL OZ
16289,112368,item_weight,The image does not provide the item_weight of the item.
16290,112369,item_weight,8 oz
16291,112370,item_volume,3 FL OZ (88.7 ML)
16292,112371,item_volume,0.259L
16293,112372,item_weight,22.5lbs / 10kg
16294,112373,maximum_weight_recommendation,22.5lbs / 10kg
16295,112374,item_weight,2 lbs
16296,112375,wattage,150W
16297,112376,voltage,12V
16298,112377,item_weight,16 KG
16299,112378,voltage,The image does not provide any information about the voltage of the item.
